1734438058Qn	1347	2390	2392	2404	1571246	IA_Subtopic
1734438058Qn	1347	2390	2392	2404	4578427	IA_Subtopic
1734438058Qn	1347	2390	2392	2404	2499903	IA_Subtopic
1734438058Qn	1347	2390	2392	2404	4490275	IA_Subtopic
1734438058Qn	1347	2390	2392	2404	4462902	IA_Subtopic
1734438058Qn	1347	2390	2392	2404	4472235	IA_Subtopic
1734438058Qn	1347	2390	2392	2404	6059745	IA_Subtopic
1734438058Qn	1347	2390	2392	2404	5399368	IA_Subtopic
1734438058Qn	1347	2390	2392	2404	4368659	IA_Subtopic
1734438058Qn	1347	2390	2392	2404	4890287	IA_Subtopic
1734438058Qn	1347	2390	2392	2404	3266326	IA_Subtopic
1734438058Qn	1347	2390	2392	2404	4392047	IA_Subtopic
1734438058Qn	1347	2390	2392	2404	4339497	IA_Subtopic
1734438058Qn	1347	2390	2392	2404	2499906	IA_Subtopic
1734438058Qn	1347	2390	2392	2404	5096328	IA_Subtopic
1734438058Qn	1347	2390	2392	2404	5530182	IA_Subtopic
1734438058Qn	1347	2390	2392	2404	6011716	IA_Subtopic
1734438058Qn	1347	2390	2392	2404	6046002	IA_Subtopic
1734438058Qn	1347	2390	2392	2404	6058482	IA_Subtopic
1734438058Qn	1347	2390	2392	2404	6061536	IA_Subtopic
1734438058Qn	1347	2390	2392	2403	4179368	IA_Subtopic
1734438058Qn	1347	2390	2392	2403	4179379	IA_Subtopic
1734438058Qn	1347	2390	2392	2403	4339163	IA_Subtopic
1734438058Qn	1347	2390	2392	2403	3779492	IA_Subtopic
1734438058Qn	1347	2390	2392	2403	3848062	IA_Subtopic
1734438058Qn	1347	2390	2392	2403	1410383	IA_Subtopic
1734438058Qn	1347	2390	2392	2403	3643509	IA_Subtopic
1734438058Qn	1347	2390	2392	2403	3673781	IA_Subtopic
1734438058Qn	1347	2390	2392	2403	3399104	IA_Subtopic
1734438058Qn	1347	2390	2392	2403	4365518	IA_Subtopic
1734438058Qn	1347	2390	2392	2403	1283230	IA_Subtopic
1734438058Qn	1347	2390	2392	2403	1377873	IA_Subtopic
1734438058Qn	1347	2390	2392	2403	1087341	IA_Subtopic
1734438058Qn	1347	2390	2392	2403	1053742	IA_Subtopic
1734438058Qn	1347	2390	2392	2403	3263265	IA_Subtopic
1734438058Qn	1347	2390	2392	2403	3263356	IA_Subtopic
1734438058Qn	1347	2390	2392	2403	3394321	IA_Subtopic
1734438058Qn	1347	2390	2392	2403	4487058	IA_Subtopic
1734438058Qn	1347	2390	2392	2403	3779549	IA_Subtopic
1734438058Qn	1347	2390	2392	2403	6058081	IA_Subtopic
1734438058Qn	1347	2390	2392	2405	6071648	IA_Subtopic
1734438058Qn	1347	2390	2392	2405	3614125	IA_Subtopic
1734438058Qn	1347	2390	2392	2405	6071664	IA_Subtopic
1734438058Qn	1347	2390	2392	2405	4569887	IA_Subtopic
1734438058Qn	1347	2390	2392	2405	4520712	IA_Subtopic
1734438058Qn	1347	2390	2392	2405	4487045	IA_Subtopic
1734438058Qn	1347	2390	2392	2405	4444259	IA_Subtopic
1734438058Qn	1347	2390	2392	2405	4444638	IA_Subtopic
1734438058Qn	1347	2390	2392	2405	6071679	IA_Subtopic
1734438058Qn	1347	2390	2392	2405	5217528	IA_Subtopic
1734438058Qn	1347	2390	2392	2405	3268565	IA_Subtopic
1734438058Qn	1347	2390	2392	2405	1322881	IA_Subtopic
1734438058Qn	1347	2390	2392	2405	434734	IA_Subtopic
1734438058Qn	1347	2390	2392	2405	3164622	IA_Subtopic
1734438058Qn	1347	2390	2392	2405	6071372	IA_Subtopic
1734438058Qn	1347	2390	2392	2405	6071433	IA_Subtopic
1734438058Qn	1347	2390	2392	2405	6071488	IA_Subtopic
1734438058Qn	1347	2390	2392	2405	6071568	IA_Subtopic
1734438058Qn	1347	2390	2392	2405	6071606	IA_Subtopic
1734438058Qn	1347	2390	2392	2405	6065584	IA_Subtopic
1734438058Qn	1347	2390	2392	2408	6071741	IA_Subtopic
1734438058Qn	1347	2390	2392	2408	1377752	IA_Subtopic
1734438058Qn	1347	2390	2392	2408	1561994	IA_Subtopic
1734438058Qn	1347	2390	2392	2408	1961951	IA_Subtopic
1734438058Qn	1347	2390	2392	2408	1909955	IA_Subtopic
1734438058Qn	1347	2390	2392	2408	1836186	IA_Subtopic
1734438058Qn	1347	2390	2392	2408	1836177	IA_Subtopic
1734438058Qn	1347	2390	2392	2408	1836165	IA_Subtopic
1734438058Qn	1347	2390	2392	2408	6071769	IA_Subtopic
1734438058Qn	1347	2390	2392	2408	3606833	IA_Subtopic
1734438058Qn	1347	2390	2392	2408	5563789	IA_Subtopic
1734438058Qn	1347	2390	2392	2408	3193895	IA_Subtopic
1734438058Qn	1347	2390	2392	2408	4182550	IA_Subtopic
1734438058Qn	1347	2390	2392	2408	4660877	IA_Subtopic
1734438058Qn	1347	2390	2392	2408	6067863	IA_Subtopic
1734438058Qn	1347	2390	2392	2408	6067884	IA_Subtopic
1734438058Qn	1347	2390	2392	2408	6068399	IA_Subtopic
1734438058Qn	1347	2390	2392	2408	6068435	IA_Subtopic
1734438058Qn	1347	2390	2392	2408	6068552	IA_Subtopic
1734438058Qn	1347	2390	2392	2408	6068586	IA_Subtopic
1734438058Qn	1347	2390	2392	2410	3394518	IA_Subtopic
1734438058Qn	1347	2390	2392	2410	4891864	IA_Subtopic
1734438058Qn	1347	2390	2392	2410	3164548	IA_Subtopic
1734438058Qn	1347	2390	2392	2410	6070601	IA_Subtopic
1734438058Qn	1347	2390	2392	2410	6070613	IA_Subtopic
1734438058Qn	1347	2390	2392	2410	6070617	IA_Subtopic
1734438058Qn	1347	2390	2392	2410	6070692	IA_Subtopic
1734438058Qn	1347	2390	2392	2410	6070707	IA_Subtopic
1734438058Qn	1347	2390	2392	2410	6070730	IA_Subtopic
1734438058Qn	1347	2390	2392	2410	6070743	IA_Subtopic
1734438058Qn	1347	2390	2392	2410	6070759	IA_Subtopic
1734438058Qn	1347	2390	2392	2410	6071929	IA_Subtopic
1734438058Qn	1347	2390	2392	2410	6071936	IA_Subtopic
1734438058Qn	1347	2390	2392	2410	2646616	IA_Subtopic
1734438058Qn	1347	2390	2392	2410	6072223	IA_Subtopic
1734438058Qn	1347	2390	2392	2410	6072228	IA_Subtopic
1734438058Qn	1347	2390	2392	2410	6072239	IA_Subtopic
1734438058Qn	1347	2390	2392	2410	6072245	IA_Subtopic
1734438058Qn	1347	2390	2392	2410	6072410	IA_Subtopic
1734438058Qn	1347	2390	2392	2410	6072821	IA_Subtopic